q,K,seed,world,I,P,C,W
17,2,29,colshuf,0.18781047962856054,-0.0516090054852323,-0.0008462917249663082,-0.19601318481055272
17,3,29,real,0.17946307547027643,0.020145930684953108,0.0033661704062960722,-0.16007570089533715
17,3,29,permC,0.17977687718036536,0.018977444680232925,0.0004991024140453733,-0.15924857904199097
17,3,29,margin,0.1718484835815009,0.008736411784297782,-0.005579071166910578,-0.2967748411113704
17,3,29,rowshuf,0.0014683060158128536,-0.05824176836082475,0.0032208096739256746,-0.32762646218074887
17,3,29,colshuf,0.17441111118810904,-0.049519917134950374,-0.00028609822090283615,-0.2793874755139941
17,5,29,real,0.176917774833739,0.028148717520056737,0.002704851417964884,-0.246122648275651
17,5,29,permC,0.17697446920444485,0.028674552745728683,-8.218817470819395e-05,-0.2445308168893213
17,5,29,margin,0.18418855618382604,0.021796308554468125,-0.005123650472380281,-0.35151847001226466
17,5,29,rowshuf,0.0016565603132730848,-0.03752196334724807,0.004924029945191273,-0.5258715132132323
17,5,29,colshuf,0.18352647210192824,-0.03171288008402997,-0.0014707454353197202,-0.3563903245267948
17,8,29,real,0.1977603167249957,0.013083298002037853,0.007159802179465268,-0.02472160597006543
17,8,29,permC,0.19752030956132702,0.012196151100345942,-0.006079287477825323,-0.024940534986776727
17,8,29,margin,0.20651575851287654,0.007669682888865491,-0.004906157580512513,-0.05184336456547182
17,8,29,rowshuf,0.0014395505864952805,-0.03281426977296491,0.002936023148573802,-0.5005059910402269
17,8,29,colshuf,0.20035958131072748,-0.051998754125635274,-0.004213823579876272,-0.05719946017021942
19,1,11,real,0.15431810399000398,0.11177152049948035,0.002597030369827067,0.009980278008079796
19,1,11,permC,0.15434052443029217,0.1115835517493515,2.5560856869333286e-05,0.009943217671871302
19,1,11,margin,0.1582287026088134,0.11558035468823055,-0.0001054791877537209,-0.06204196031054062
19,1,11,rowshuf,-6.82901450023051e-05,0.08380345078928997,-0.0003949499792300359,-0.060782472252972425
19,1,11,colshuf,0.14979712087838276,-0.049366989045776015,-0.0012909330021895205,-0.08012525039152482
19,2,11,real,0.15394295918559767,0.11276398898973815,0.004592613462792661,0.002526470246652812
19,2,11,permC,0.1539371674925451,0.11225825312599837,-0.00017485778293994483,0.002126870690232374
19,2,11,margin,0.15842209329414036,0.11889638155753997,-0.00024909916044587216,-0.11164773491853221
19,2,11,rowshuf,-0.0001736344685000224,0.08658026668384593,-0.0006832264684820214,-0.11742036775982911
19,2,11,colshuf,0.14796039570642597,-0.045879728098168995,-0.001323522875124411,-0.13493395815771203
19,3,11,real,0.15447125851945115,0.11573989075504013,0.004865206018182003,-0.007087510532686432
19,3,11,permC,0.15458761000954058,0.1151490927157283,-4.2615139089152696e-05,-0.005362919147549068
19,3,11,margin,0.15582637942500294,0.12499198644724649,-0.0009336602207068907,-0.16854239877454563
19,3,11,rowshuf,-3.733056111084506e-05,0.08873667075844842,-0.0007393592551615905,-0.17328991249069495
19,3,11,colshuf,0.14989612562483898,-0.04559509293275579,-0.001802406130083543,-0.20388174648880344
19,5,11,real,0.15398648782704633,0.12074143638444909,0.006310634987183954,-0.044403440018949906
19,5,11,permC,0.15421342770799748,0.12011232227569996,-0.0005478847571314487,-0.04147953929686031
19,5,11,margin,0.15615622173303956,0.12767466775049804,-0.0015613998835610208,-0.2560972630259906
19,5,11,rowshuf,-0.0001223315583917713,0.09337781729348985,-0.0009725786283960961,-0.2619169346408057
19,5,11,colshuf,0.1543427119080212,-0.04184713729061728,-0.0013434047426605458,-0.2992461370742262
19,8,11,real,0.15395592773603584,0.1248297298911998,0.010491307725252983,-0.15187205364058223
19,8,11,permC,0.15417385543405604,0.12393470733265356,-0.0012108027690336902,-0.14882323482536658
19,8,11,margin,0.15513025667942526,0.1217480460422206,-0.001601301467040369,-0.3462998781301554
19,8,11,rowshuf,4.946195538165402e-06,0.10342707126776468,-0.0017367873296472713,-0.4267734627770472
19,8,11,colshuf,0.15302677893007305,-0.03728288525616281,-0.0012802855045102313,-0.4219195579707012
19,1,29,real,0.1483407380080521,0.12260082904602362,0.003138093165873795,0.007111221030418086
19,1,29,permC,0.1482073074111476,0.12222755357640046,-0.00027046960840809703,0.007099480429864727
19,1,29,margin,0.1408915553532101,0.10570315114291662,-0.00017854611830360925,-0.0543705961631348
19,1,29,rowshuf,-0.00040089191025893806,0.08565775793776081,0.0002593629937668503,-0.06675916233145925
19,1,29,colshuf,0.1453679321973796,-0.056891107593362925,0.000210128380681777,-0.07092960836006892
19,2,29,real,0.14698303226105902,0.1235642660415502,0.0038251942089673843,-0.008286960402727481
19,2,29,permC,0.14656402829713724,0.12311437168187651,-0.00037677901378869544,-0.00842915642162061
19,2,29,margin,0.13667677378398416,0.10948965020368244,0.000159297232342398,-0.11048273510466504
19,2,29,rowshuf,-0.00029513338235936015,0.09113726177858897,-0.0003334451197454328,-0.13048266417613083
19,2,29,colshuf,0.14405446215018453,-0.0535230930862047,-0.0002849289567312119,-0.13103989435533253
19,3,29,real,0.14687783833765367,0.12685386582248193,0.0030530618639184417,-0.022734056159867157
19,3,29,permC,0.14685039265350422,0.12621965521380557,-0.0005112237126018808,-0.020289410105483973
19,3,29,margin,0.13433072036397584,0.1112929222982995,-7.639246423429832e-05,-0.16373634169796827
19,3,29,rowshuf,-0.00031005509644327356,0.09308475921840186,-0.000345473999744661,-0.18417997644984407
19,3,29,colshuf,0.14322733471893895,-0.04862609345376693,-0.0007810063263730682,-0.20837867462607837
19,5,29,real,0.14992340463007126,0.13015644023700226,0.004305710914246131,-0.06592172880347416
19,5,29,permC,0.1496850979007448,0.12925623956272783,-0.0002258363568364563,-0.06183397091094908
19,5,29,margin,0.13107365910054247,0.11503822522469659,-0.0007230008330391206,-0.26090618773356183
19,5,29,rowshuf,-0.00043241523072395,0.10056951226515365,-0.0008595045774816567,-0.2873400724732531
19,5,29,colshuf,0.14501131125773373,-0.045936685261160654,-0.0013396262534717076,-0.30504278596871254
19,8,29,real,0.14749146607414773,0.13173635301657352,0.00946012522512421,-0.16863979945873678
19,8,29,permC,0.14739731446936566,0.13049468334649306,-0.000932151900513665,-0.16469117950373435
19,8,29,margin,0.13494747703809712,0.11492866277918805,-0.0008460255968526694,-0.3968870252959783
19,8,29,rowshuf,-0.0003685683519821237,0.10831315729492116,-0.0007332901071661068,-0.4212982141064483
19,8,29,colshuf,0.1499486617663915,-0.04208547687055539,-0.002576985109897835,-0.4151152025927016
29,1,11,real,0.21079110407737192,0.0867756628372088,0.0006458371225018984,0.018133698282716326
29,1,11,permC,0.21073742590080308,0.08653707589844087,6.668464094316169e-05,0.018521147251363546
29,1,11,margin,0.2075196181439391,0.08649267017247043,0.00016027463302769235,-0.04732980548383154
29,1,11,rowshuf,-0.00017167798954266048,0.059734870367152144,-0.00034010982929127037,-0.05443652119876985
29,1,11,colshuf,0.1968964483109597,-0.04515248641334457,-0.00013505503624744453,-0.05786062651637121
29,2,11,real,0.20853759538535557,0.09067409199559007,0.002357711479222452,0.014804029137485769
29,2,11,permC,0.20878838095471464,0.08991662520251176,-0.00026834101254259257,0.01720463585605056
29,2,11,margin,0.20358881330436865,0.09030141885785994,0.0005403638975085001,-0.1044898072343783
29,2,11,rowshuf,-0.0002641629624417589,0.06271201537748558,-0.00038495137675066216,-0.10917850185536682
29,2,11,colshuf,0.191924232808517,-0.04204421184650799,-0.0008454164101256804,-0.11646682403196772
29,3,11,real,0.2057258246359646,0.09486132658821354,0.003592586926803254,0.004929114767211029
29,3,11,permC,0.2058151860946535,0.09399905811606502,-0.00014409525575981297,0.007659967282213945
29,3,11,margin,0.2021009284451459,0.09407667035251868,0.00041593962887894365,-0.16144128764799656
29,3,11,rowshuf,-0.00022831109115738674,0.06503353222937272,-0.0008591437816761286,-0.16794970967731346
29,3,11,colshuf,0.18829419657161997,-0.039974313738409074,-0.0009715509219398455,-0.16368063009251654
29,5,11,real,0.20423575052079762,0.09659201701213192,0.004566906517917144,-0.033666056236330386
29,5,11,permC,0.20447809276524279,0.09567898882782533,-0.0005076459599204035,-0.030132230782121443
29,5,11,margin,0.19680446634128138,0.09598552117866799,0.0007179728252032318,-0.24491769410618755
29,5,11,rowshuf,-0.0003613537502114017,0.06936050222117637,-0.0014197243776804533,-0.26092222293003453
29,5,11,colshuf,0.18353717644070192,-0.03593102967457338,-0.0006702414372554143,-0.2609829569308165
29,8,11,real,0.20134440251820718,0.0975668875309671,0.006785511514968311,-0.1427526161432237
29,8,11,permC,0.20133816969144755,0.09672373371487505,-0.0006395617218815559,-0.1379150339051726
29,8,11,margin,0.1913483301557639,0.09888459272924519,0.0006963743836685224,-0.3616951172792071
29,8,11,rowshuf,-0.0002310598172045597,0.07711250466302903,-0.0015726577627866258,-0.3904525197963669
29,8,11,colshuf,0.18167963501170115,-0.032583521608921535,-0.001177966761693211,-0.3745826223856752
29,1,29,real,0.20735273067650747,0.08364372009942911,0.0009775665301416565,0.019880690164587007
29,1,29,permC,0.20748606786485316,0.08353300190772467,-0.0003396734692279283,0.020235101352070302
29,1,29,margin,0.20021091600719199,0.08333337120910853,0.0004650640338802932,-0.05415744692928954
29,1,29,rowshuf,-0.0003209775721578119,0.05835621488175725,-0.00016901831034716688,-0.04905211508144725
29,1,29,colshuf,0.1998008487955726,-0.04086794331871438,-0.00018759743940633766,-0.058605403009060815
29,2,29,real,0.20376309234358023,0.08606600225273858,0.0036174812334629305,0.01661491627380083
29,2,29,permC,0.20416657721948023,0.08555458258798795,-0.000621349497115888,0.01912023740162334
29,2,29,margin,0.19613845944368966,0.08718008924880234,0.0012776442297922908,-0.10563965986573519
29,2,29,rowshuf,-0.00032607450380375824,0.06123257969233409,-0.0007000392643404149,-0.10253345722585654
29,2,29,colshuf,0.19609745195556041,-0.038181913906202264,-0.0003958845999654145,-0.12567920836293617
29,3,29,real,0.20089380973004864,0.08957887575811005,0.004010093727999708,0.005094334424599795
29,3,29,permC,0.20124821859758144,0.08909972551362665,-0.0004595919466214108,0.007914926532685069
29,3,29,margin,0.193434035249279,0.09106216488098018,0.0010251199849871293,-0.15577204065286562
29,3,29,rowshuf,-0.000277523930433741,0.06465521794459361,-0.0007883103561972434,-0.15915167696059118
29,3,29,colshuf,0.19424426931843167,-0.035239685901799156,-0.0006232013004164871,-0.17552669292065376
29,5,29,real,0.199969040109296,0.08942584428471415,0.003532658975382981,-0.039659687960244716
29,5,29,permC,0.20040684746748874,0.08874041332952048,-0.00025518769639576444,-0.035925018315369386
29,5,29,margin,0.19037177339439662,0.09138220559717103,0.0011023540153494067,-0.24488184395584303
29,5,29,rowshuf,-0.0003425592450101063,0.06855004943450313,-0.0012397331461220609,-0.25830826594490885
29,5,29,colshuf,0.19062110427240728,-0.030767923256415943,-0.000717427758981213,-0.2519056412892886
29,8,29,real,0.19732142895080637,0.09160240545209519,0.0060435625100626325,-0.12759583746362707
29,8,29,permC,0.19800291746002735,0.09077524300111758,-0.0005123463244216623,-0.12271396337323895
29,8,29,margin,0.18605178310314902,0.09176628361718925,0.0008742985198846495,-0.35339981861206016
29,8,29,rowshuf,-0.0003693744278189063,0.07298683759550192,-0.0017330565282246044,-0.3958691844544703
29,8,29,colshuf,0.19180570009168788,-0.03011823043313046,-0.0010734213159819816,-0.3723715010530607
39,1,11,real,0.10858913277521409,0.0654180693795096,0.0005133922820482101,0.021722834712159533
39,1,11,permC,0.10857616264902012,0.06508168620843435,0.0002160886694604902,0.023280882414658716
39,1,11,margin,0.10174900886742494,0.07291701728208291,0.0005862562325951078,-0.07970329906265458
39,1,11,rowshuf,0.0005385099917170251,0.04996658908175343,-0.0011193509231479288,-0.10222393132368603
39,1,11,colshuf,0.10786905961084531,-0.08374311683499938,-0.0007245472164809732,-0.10714498350330662
39,2,11,real,0.10534039827438864,0.07123068692793447,0.0020617674251503055,0.016485808351840887
39,2,11,permC,0.10545423087813169,0.07068198636641115,3.721764876954414e-05,0.017148880191329104
39,2,11,margin,0.09967370684816589,0.08226042842482933,0.0007776878439698746,-0.1812987523174615
39,2,11,rowshuf,0.0003237516685602829,0.060017688422896974,-0.0009512679216798213,-0.18047991385231904
39,2,11,colshuf,0.10609398652374648,-0.0755252855978128,-0.0016795651213161362,-0.18906307640366612
39,3,11,real,0.10220348984788397,0.07480494260664725,0.006084396156008235,-0.03875621008697332
39,3,11,permC,0.10249660714354239,0.0738289382703779,0.0008901757382506665,-0.03554585979916146
39,3,11,margin,0.09760034364622919,0.08619981083494747,0.0016704417503574747,-0.26176170904336543
39,3,11,rowshuf,0.000801636617307098,0.06655508090247761,-0.0016905046518136866,-0.2587818828678188
39,3,11,colshuf,0.10513727935174158,-0.06466528849095005,-0.0019493400491584767,-0.2676835564644159
39,5,11,real,0.0992490863156886,0.08356324211360691,0.006633505788147827,-0.09865339352354344
39,5,11,permC,0.09967658986312206,0.08323946604660351,0.0008841761015883723,-0.095560229940655
39,5,11,margin,0.09220527326084137,0.09047921262964537,0.001854153159846115,-0.3946399886366099
39,5,11,rowshuf,0.00010304449209086464,0.07723674369327116,-0.001779685391535335,-0.41058684553196056
39,5,11,colshuf,0.1001696003294638,-0.05941547291123656,-0.001618606588319351,-0.3599457955530384
39,8,11,real,0.10329218703064995,0.07918851867178518,0.007626749457174785,-0.2304638499594912
39,8,11,permC,0.10237802884752356,0.07957385505763143,-0.001254598669168161,-0.22852249861676519
39,8,11,margin,0.10134006897789374,0.09070780207070551,0.0010028120680306656,-0.4268463543343546
39,8,11,rowshuf,0.0002107289051044847,0.07439454126060384,-0.0010284066106644265,-0.5747333963028362
39,8,11,colshuf,0.10797067857780311,-0.059279742272553254,-0.004113191115776266,-0.3906894996585402
39,1,29,real,0.11912216136122417,0.07655932353119321,0.0005542576379055272,0.013184180462233833
39,1,29,permC,0.11872898341512879,0.07590988187067163,-0.00026802776766435277,0.014591751522745434
39,1,29,margin,0.13260138721525117,0.0665081788597793,-0.00023803603525140987,-0.08977064194984395
39,1,29,rowshuf,-0.0015547589421751051,0.02466057340364795,-0.001754231329613646,-0.08673448263399136
39,1,29,colshuf,0.11129419149924419,-0.09392838390951294,3.3132402072579475e-05,-0.07905355852032434
39,2,29,real,0.11700455486051083,0.08018439227777527,0.0012336475216456386,0.010573275974990673
39,2,29,permC,0.11680865986566552,0.0789109670421329,-0.0009216937857784806,0.012047834245144237
39,2,29,margin,0.1262333067013837,0.07409168756876816,0.00042497274748188685,-0.17160613660837745
39,2,29,rowshuf,-0.00173788260332818,0.033363803720616134,-0.00136720629373524,-0.17684754533571392
39,2,29,colshuf,0.1104060905226687,-0.08201414752943564,-0.001111474189773809,-0.19157571120021713
39,3,29,real,0.11456355870106663,0.0835548572297127,0.0011726932815093183,-0.022509296131488683
39,3,29,permC,0.11436405152564418,0.08260973292568954,-0.00131153211840912,-0.018085411096384115
39,3,29,margin,0.12450864018736653,0.07672711606388083,0.0009255078090185109,-0.25257451803011954
39,3,29,rowshuf,-0.0014570557915978,0.0410797453292785,-0.002083199321675842,-0.24561661366580176
39,3,29,colshuf,0.10545335398054742,-0.07342060756014851,-0.0011843008782094768,-0.2693218032439667
39,5,29,real,0.11408461172193932,0.09071215221754275,0.0033409105190292756,-0.12626666378607726
39,5,29,permC,0.1135281242282057,0.09095072552206751,-0.0009257309308018378,-0.12128352484346851
39,5,29,margin,0.12364560278425141,0.08098728471788316,-0.0011752479189707787,-0.4067580028176998
39,5,29,rowshuf,-0.0015692482619956056,0.06255909990192847,-0.0033487738445987423,-0.4034622518218488
39,5,29,colshuf,0.10560056560929244,-0.06678757368153812,-0.0016432932255518544,-0.4042198337164144
39,8,29,real,0.11790149286162623,0.08321157181572574,0.00769047282565674,-0.2512292333965581
39,8,29,permC,0.11824450945805726,0.08212366393803894,0.00041070296349372354,-0.2456098429342353
39,8,29,margin,0.12218830609571792,0.07858794275085697,-0.0022011773929687486,-0.4106662489612657
39,8,29,rowshuf,-0.0017780037024542061,0.06284380626490005,-0.0041122443203493175,-0.5942406165872677
39,8,29,colshuf,0.11399270973979207,-0.06753743011719376,-0.002171821230164359,-0.4087970250872347
42,1,11,real,0.1676169374418518,0.07205171506746438,0.0010601989722483218,0.08602738941957579
42,1,11,permC,0.16721652254152372,0.071962165967797,-0.0005322566853382671,0.08680543571651692
42,1,11,margin,0.15342235558498368,0.08227880984502792,-0.0011233480387326986,-0.08328698202678705
42,1,11,rowshuf,-0.001591638269700037,0.051049809685447776,-0.0005870872340854687,-0.08488948481441225
42,1,11,colshuf,0.16240466089531197,-0.055847574073179196,-0.0005420305214441737,-0.08276394515271066
42,2,11,real,0.16796572045013772,0.0726701453623863,0.0001958203107111829,0.06207641981529669
42,2,11,permC,0.1681837234407511,0.07316884732693954,-0.00018347524562891315,0.06515579524102237
42,2,11,margin,0.14718246584401518,0.0855900906892198,-0.002188114819452895,-0.14265219447275265
42,2,11,rowshuf,-0.0020316363391006953,0.054131641112231,-0.0007913522627207199,-0.15957103176671117
42,2,11,colshuf,0.15696121504758004,-0.0521144559774502,-0.0010132277840789923,-0.1478414612227471
42,3,11,real,0.16481710972396896,0.07270610612089096,0.0049006926399276325,0.04515739809049668
42,3,11,permC,0.16596074963855964,0.07317473477618697,-0.0006915885151184409,0.04879892044528726
42,3,11,margin,0.13811878425791965,0.09032442804415211,-0.003427102510770441,-0.21495583666835585
42,3,11,rowshuf,-0.0017805536466857323,0.053601733031873676,-0.001775232620330941,-0.2147561146731726
42,3,11,colshuf,0.1522629158371136,-0.048707724770602694,-0.0017056085666463199,-0.21821735441805784
42,5,11,real,0.16332819982283234,0.07256353377435733,0.0073336839573867425,-0.009221068693697912
42,5,11,permC,0.16410570197903113,0.07280254832017394,-0.0014348443820327479,-0.006104074811675704
42,5,11,margin,0.1403460768468823,0.09045123619468765,-0.004657346579660299,-0.32230982880485687
42,5,11,rowshuf,-0.0012795132042387007,0.05743958543338412,-0.0030699796865268085,-0.32840661654077624
42,5,11,colshuf,0.14773490052565588,-0.04318707290629712,-0.0022537797481154516,-0.3305071892565905
42,8,11,real,0.16389416910470345,0.07546467609873188,0.013538939868462644,-0.10154905423171465
42,8,11,permC,0.16530960726960114,0.0757789443621181,-0.003273366337886422,-0.09547474585647377
42,8,11,margin,0.13592529416705595,0.09326678209406687,-0.003859907392989544,-0.4235450649760606
42,8,11,rowshuf,-0.0013776588107307826,0.061592832734854365,-0.0027268217957776004,-0.48207280323877083
42,8,11,colshuf,0.14275119658359534,-0.04275774088165125,-0.0026596633241740826,-0.4106560152843775
42,1,29,real,0.16991209809886962,0.07535598737226959,0.0037072131357091345,0.08986783941181017
42,1,29,permC,0.16893311317313622,0.0750026306534479,-0.0003229131245641633,0.08985546230476509
42,1,29,margin,0.1879021706479265,0.07101904354984923,-0.00011232247362534067,-0.06871889467870057
42,1,29,rowshuf,-0.0013379709587836943,0.040737055266909836,-0.0006243437239034921,-0.06849792898710566
42,1,29,colshuf,0.16147875766007436,-0.052698224020872604,-0.0011060259819711538,-0.06258034765163129
42,2,29,real,0.16764025360510115,0.07980276974458923,0.002495447500766264,0.08417341904602989
42,2,29,permC,0.1663927785594999,0.07966678628684518,-0.0008855449703487986,0.08722245231283587
42,2,29,margin,0.1787934059263237,0.07569509791271929,-0.0006007717704574571,-0.11796271948201881
42,2,29,rowshuf,-0.0015318209593264225,0.04559313846061049,-0.0012263877396596532,-0.12489643959063804
42,2,29,colshuf,0.15728337909947449,-0.051039360449594964,-0.0032814185935851246,-0.11962018056582874
42,3,29,real,0.16734496877208466,0.08119478000690808,0.0025420584734088068,0.06584340348968137
42,3,29,permC,0.16596533353068235,0.07986320569914933,-0.0017970482980720992,0.06920144060253375
42,3,29,margin,0.16946887179005238,0.07751636493606595,0.0001729858542632856,-0.17335029124414164
42,3,29,rowshuf,-0.0016770455528824593,0.04786219833497071,-0.0006519162786197036,-0.1910981693628683
42,3,29,colshuf,0.14757991105122029,-0.04850873010895484,-0.004690432135603819,-0.18605198266438575
42,5,29,real,0.16875468489708362,0.07660426149464028,0.004623477122263963,-0.020071105035451026
42,5,29,permC,0.16789075923235597,0.07591601273871013,-0.0022049647163196553,-0.01473427183769435
42,5,29,margin,0.16052426384513485,0.08090649870531243,-0.0007605320451232839,-0.2748216995952716
42,5,29,rowshuf,-0.0017284692945197613,0.057875810083197005,-0.001606047306231715,-0.33466498706860925
42,5,29,colshuf,0.143361399636535,-0.04322842209447064,-0.005069030228063338,-0.3115710568007738
42,8,29,real,0.16867076745254567,0.07892243166373343,0.011302099205697488,-0.13561145278237258
42,8,29,permC,0.16687093268491776,0.07763281686398603,-0.0031348355084210213,-0.12988551286703764
42,8,29,margin,0.16207262286268975,0.08594092390479913,-0.004386692596230414,-0.3851887402846228
42,8,29,rowshuf,-0.0011937503489422574,0.06015323901856343,-0.0012738541299838941,-0.49230258931378307
42,8,29,colshuf,0.14404236414702587,-0.04144177507278956,-0.006230530395977993,-0.38511676592287253
48,1,11,real,0.21511108636983842,0.043710418809719376,0.0015034095146500373,0.09776236769619746
48,1,11,permC,0.21531906098207487,0.04323493178570756,0.0009925393674973157,0.0992026678511493
48,1,11,margin,0.21789799512780725,0.042210627680572085,-0.00044231774521464684,-0.09527801829752149
48,1,11,rowshuf,-0.00043430245032053766,-0.04591854130470462,0.00022594848937736628,-0.10566820101502664
48,1,11,colshuf,0.2293830383705607,-0.08594376872307177,0.0004603468559458054,-0.11841312892047608
48,2,11,real,0.21376928100534548,0.061209184965385854,0.0034145128000915475,0.028249064870079183
48,2,11,permC,0.21408630504636764,0.060495089842467105,0.00035354907266217184,0.02967639472134247
48,2,11,margin,0.21497201172633404,0.054806544125724777,-4.972574754788517e-05,-0.19711382493651447
48,2,11,rowshuf,-0.00044047492759091694,-0.028251067695935547,-0.001173809818915646,-0.23992649263990476
48,2,11,colshuf,0.23078483004609002,-0.07551902619847106,0.0005550682431159267,-0.19303694119103895
48,3,11,real,0.2126062554341292,0.05249003257746011,0.0026601988996530954,-0.008984418964909665
48,3,11,permC,0.2131849463650231,0.05219589039214703,-0.0011200467187721477,-0.007117395615603251
48,3,11,margin,0.21397450773280943,0.07433856715318618,-1.8644330063174078e-05,-0.2729192805405374
48,3,11,rowshuf,-0.0002054566080607056,-0.012497391991034792,-0.0013661205048387524,-0.34811927412758303
48,3,11,colshuf,0.23448441653913282,-0.060636543714803925,0.0004940679227879071,-0.30163388795803436
48,5,11,real,0.20830178034618058,0.06016025140402917,0.0016150733296750783,-0.10944335054766466
48,5,11,permC,0.20815868439793841,0.05929431826227897,-0.0011571276958231753,-0.10772601152603525
48,5,11,margin,0.21637596599226275,0.07021095711229844,-0.0014013001626807426,-0.3763377652193202
48,5,11,rowshuf,0.00012328759421537108,-0.002440523780731797,-0.0008290662791958965,-0.4813207195423001
48,5,11,colshuf,0.23421082913960095,-0.06258465161227258,-0.0004122044403614874,-0.37952169805220204
48,8,11,real,0.21808557503902984,0.056140107977837174,0.004505986921540361,-0.10887075971161622
48,8,11,permC,0.21791904972906725,0.054962877280674734,-0.001151192593563749,-0.10588022490283483
48,8,11,margin,0.22519131157130096,0.06898714954150417,-0.002637416392365384,-0.13218469555034013
48,8,11,rowshuf,-0.0002737324318584274,-0.003033396463805625,-0.0016165302543741007,-0.4447290825279496
48,8,11,colshuf,0.22746540641918525,-0.06586589974244617,-0.0019000010385143151,-0.05996500949678565
48,1,29,real,0.22260231373930275,0.05058742472928693,0.0028173103367213257,0.11376339608350826
48,1,29,permC,0.22224527637800304,0.050375137662345776,-0.0013330038683705137,0.1166389550482513
48,1,29,margin,0.22221149997751027,0.03755057574499622,-0.0005417804699369515,-0.10575710716517278
48,1,29,rowshuf,-0.0005187686534883773,-0.017524350931332217,7.525907005565916e-05,-0.1291494060951598
48,1,29,colshuf,0.23964139244240523,-0.09316651181640904,-0.0010619792046881182,-0.09492160252200389
48,2,29,real,0.22262569700134494,0.06434248666061536,0.0033509445683923833,0.04392653295677772
48,2,29,permC,0.22213441344324622,0.06328663437965829,-0.00045661804647849824,0.04603060089070242
48,2,29,margin,0.22363167763806685,0.042364233521631184,-0.0005330938803522662,-0.198895586270945
48,2,29,rowshuf,-0.00052383039695351,-0.00445038021014928,-0.0005292046206956483,-0.22690605219660503
48,2,29,colshuf,0.23925631641294515,-0.0885899345823702,-0.0016773017201351101,-0.23186524471692557
48,3,29,real,0.22249901651236773,0.06063990010729016,0.003246784626735444,0.004164715909837838
48,3,29,permC,0.2213755941152463,0.05949324675704914,-0.0006745124069612491,0.006008806047095869
48,3,29,margin,0.2221441792013422,0.04880229986379739,-0.0008376024076140279,-0.26959680514223816
48,3,29,rowshuf,-0.000503735967790353,0.004557286656036553,0.0003999687962019475,-0.3184375889754423
48,3,29,colshuf,0.23667543639570435,-0.0773509945078985,-0.001131223893286348,-0.26938346624350695
48,5,29,real,0.21848388106265737,0.06544969342222581,0.0022757423116049518,-0.12841126771948613
48,5,29,permC,0.21694912907494504,0.0643741221814484,-0.0015485385663284537,-0.12716961289848255
48,5,29,margin,0.22173777944922182,0.0564809834955213,-0.0010621690359949771,-0.36608902306749136
48,5,29,rowshuf,-0.00040592509841330665,0.01648381564483651,-2.481106748886125e-05,-0.4989797344040817
48,5,29,colshuf,0.23320720221854516,-0.06964430601908293,-0.0013268558312620655,-0.3832008058945733
48,8,29,real,0.2247926421508631,0.06144621984843263,0.007911685249772307,-0.09172081528992652
48,8,29,permC,0.22406330639621766,0.06071695733057548,-0.002572196827926356,-0.09081575627430535
48,8,29,margin,0.22228307874816058,0.05614553100504338,-0.0018346163780374645,-0.11660452587973698
48,8,29,rowshuf,-0.0003688952494201869,0.015656520917932643,0.0008185229258435382,-0.4226145592139006
48,8,29,colshuf,0.2304251722040001,-0.07582094403424039,-0.0022734323485462575,-0.05066930264243352
53,1,11,real,0.23673664774255454,0.1045697010343032,-0.0002333328559462518,0.028836855451367067
53,1,11,permC,0.23695583692021394,0.10452295489919892,-0.0006190292936056792,0.029220116280788015
53,1,11,margin,0.2504955922273844,0.09812923803036874,-0.0006855843632575613,-0.03859871243015664
53,1,11,rowshuf,-0.0007844413562319944,0.08117220747829823,-0.0005742667884983306,-0.0532643088277876
53,1,11,colshuf,0.2503067967508188,-0.044052559084479304,-0.0004049565694466498,-0.05525691718501402
53,2,11,real,0.2374500044015323,0.10533728216859191,0.0006538041402836814,0.030324994408148443
53,2,11,permC,0.2372653847658456,0.10522483984457699,-0.0007217641367874191,0.032479650055747794
53,2,11,margin,0.24895259999449088,0.1023774334918463,-0.00084047244145799,-0.08459496605784315
53,2,11,rowshuf,-0.0007399822622195702,0.08216349874995715,-0.0010103045039904779,-0.11159633564645424
53,2,11,colshuf,0.25060431825040685,-0.03907780562792019,-0.0006725309744452419,-0.11457251800878192
53,3,11,real,0.2394658960989266,0.10877316984315513,0.0014369763022541258,0.01613765841414485
53,3,11,permC,0.23955923516793082,0.10840626170808859,-0.000429585464605059,0.020458045292052297
53,3,11,margin,0.24944963166408887,0.10414164828757587,-0.0008037679452628602,-0.13081112062927958
53,3,11,rowshuf,-0.000787369878445752,0.08700052797110751,-0.0011446888395949446,-0.16548101186130465
53,3,11,colshuf,0.2520813806296267,-0.03975853490827279,-0.0012785007783816433,-0.1688754969272961
53,5,11,real,0.24107822085871738,0.11407385450906901,0.00487535022777454,-0.039968263808647
53,5,11,permC,0.24144102734634235,0.11395627581479832,-0.0011499264542988719,-0.034578125316958905
53,5,11,margin,0.24918897901707524,0.10518087269652636,-0.0004163199854056906,-0.20799526365587143
53,5,11,rowshuf,-0.000601735874336734,0.09533047297444262,-0.002191130400675728,-0.26843336463985296
53,5,11,colshuf,0.2548675950592628,-0.037568759087024936,-0.0024032649336076517,-0.24298600334221024
53,8,11,real,0.2393107450830361,0.11439972657323491,0.0059816490385128,-0.12073359578288954
