q,K,seed,world,I,P,C,W
17,3,11,permC,0.1817515580252058,-0.013748766148381553,-0.004821303736330032,-0.19946641500012385
17,3,11,margin,0.17181452911317707,-0.03166515110277486,0.0014353500383867124,-0.2828729179779838
17,3,11,rowshuf,-0.0012723110650266396,-0.05437332723299374,3.2306126517019584e-05,-0.3338734777439271
17,3,11,colshuf,0.17916363178807682,-0.07915952872984272,0.0008248638428700604,-0.27205054727384853
17,5,11,real,0.16853331352756645,-0.002172692326083926,0.010675844408414969,-0.29985078295363254
17,5,11,permC,0.16843616898395605,-0.0016593022569512048,-0.005823868288708502,-0.29945384901907157
17,5,11,margin,0.16561287955856618,-0.015385152147944042,-4.222498905387406e-05,-0.31246270891569183
17,5,11,rowshuf,-0.00012290035729177007,-0.045936777544061606,0.00031595178799046874,-0.4656790040679383
17,5,11,colshuf,0.17847291868029408,-0.06949101022837506,-0.0001611276525308088,-0.42115402415107694
17,8,11,real,0.19581062116248832,-0.022889358319281163,0.011408877526903633,-0.032695848341413966
17,8,11,permC,0.1964524969147647,-0.02435113606774448,-0.010493429030185991,-0.03297661731641141
17,8,11,margin,0.19567467079159145,-0.027708548024630224,-0.0026156984759815316,-0.03568562841797376
17,8,11,rowshuf,-0.00047433145689472034,-0.03833100113077933,-0.004880463154171011,-0.47863318355784185
17,8,11,colshuf,0.19945573078485232,-0.08133960447594792,-0.0031079559258682106,-0.05275889052334056
17,1,29,real,0.18960691701748378,0.007635134703536189,0.00242567314183618,-0.08599276996759703
17,1,29,permC,0.1884250798171862,0.006573519347742797,-0.0003813001271181874,-0.08782978690565861
17,1,29,margin,0.191362200159418,0.004173552243632509,-0.0011132393913066232,-0.11798848310133028
17,1,29,rowshuf,0.0014995431417693383,-0.07030929512131946,0.0002200322806823936,-0.08193347306574028
17,1,29,colshuf,0.18916730151933117,-0.06418463627091628,-0.00023131063953304998,-0.09621017917593433
17,2,29,real,0.19021082921781798,0.01495106011866417,-0.00010307257889463633,-0.13878605455851056
17,2,29,permC,0.19000510175936208,0.01390323682995705,0.0007842539368264808,-0.13716992492527164
17,2,29,margin,0.180133827170398,0.012571726150486804,-0.003998137555477649,-0.2378688833257929
17,2,29,rowshuf,0.0008500915761347299,-0.06848994019029098,0.0026346441801716742,-0.20181723233118
