v_name,v_d,v_t
S 位置,0.23942392530592607,5.26870969591085
D 块间对比,0.04118170411711578,0.9061527020343725
c1,-0.06865010258430461,-1.5046141100082044
c2,-0.11548988280922921,-2.5218041113575866
c3⁻,-0.05404815355229544,-1.1913773519818325
清晰度,0.128622526158611,2.841753990625608
五题(常规不色),-0.30807946195793795,-6.80334513455164
EARLY 平均起始,-0.15711117711959796,-3.447386942130558
_thr,,2.752092066992054
_mde,0.25,
_n,815.0,1193.0
